bid_combo,display_label,mean,std,se,count
0.10/0.10/0.10/0.10/0.10/0.10/0.10/0.10/0.10/0.10,Equal Split 0.10,0.13407042483619458,0.11616081163656157,0.017511901251892004,44
0.20/0.20/0.20/0.15/0.10/0.05/0.05/0.03/0.01/0.01,Three Dominant 0.20,0.1526946214376115,0.10133152299688486,0.015276301873451664,44
0.25/0.20/0.15/0.12/0.10/0.08/0.05/0.03/0.01/0.01,Dominant 0.25,0.1260675152701533,0.10979532144238353,0.016552267498220412,44
0.30/0.20/0.15/0.12/0.10/0.07/0.04/0.01/0.00/0.01,Dominant 0.30,0.11115145841581779,0.11500978846595054,0.01733837797998646,44
0.35/0.15/0.12/0.10/0.08/0.07/0.05/0.04/0.02/0.02,Dominant 0.35,0.06261507467477005,0.09422823696324335,0.014205441211989816,44
