k,mean,std,se,count
1,0.1665676039183959,0.24690369594950273,0.010933079421387269,510
2,0.15577346035756018,0.197381145244973,0.008740184017694984,510
3,0.15850588906031,0.17710711591165276,0.007842434909321738,510
5,0.16603612713112995,0.15946188664834857,0.007061091024604243,510
10,0.1612868864259767,0.14444050857696,0.0063959332235368795,510
15,0.16208638110561085,0.14158542361965248,0.0062695079366532225,510
20,0.1590375385166041,0.14170275267667243,0.006274703354623385,510
