k,mean,std,se,count
1,0.08435433746344331,0.19174632181856646,0.006787746213607092,798
2,0.09546300242144705,0.16632218979911098,0.0058877416961144605,798
3,0.10380613717013674,0.15418393144808284,0.005458052008299035,798
5,0.10928585531034264,0.1416455878852977,0.005014199457512015,798
10,0.11458376561755572,0.12545336797082687,0.004441001085976418,798
15,0.1131865215274774,0.11920126076173841,0.004219678889894289,798
20,0.11636658592416302,0.11798401973968681,0.004176589024805268,798
