agent_1_bid,agent1_mean,agent1_std,agent1_se,agent1_count,agent2_mean,agent2_std,agent2_se,agent2_count
0.0,0.19511474609375,0.024447795339005204,0.0012223897669502602,400,0.240439453125,0.03260487133905111,0.0016302435669525554,400
0.1,0.1956787109375,0.025504450417222956,0.0012752225208611477,400,0.23974365234375,0.03059500027959921,0.0015297500139799605,400
0.3,0.21796630859375,0.02963147439031699,0.0014815737195158494,400,0.232939453125,0.030594517575731114,0.0015297258787865557,400
0.5,0.22690673828125,0.03052473815598446,0.001526236907799223,400,0.23119384765625,0.03217770392019726,0.001608885196009863,400
0.7,0.22993408203125,0.03072297479614721,0.0015361487398073605,400,0.22576416015625,0.032495435423962854,0.0016247717711981428,400
0.9,0.23694091796875,0.03202017965857289,0.0016010089829286446,400,0.1980078125,0.024925714326343662,0.001246285716317183,400
1.0,0.23602294921875,0.03488721447498961,0.0017443607237494804,400,0.19908203125,0.02544479683573646,0.001272239841786823,400
