agent_1_bid,agent1_mean,agent1_std,agent1_se,agent1_count,agent2_mean,agent2_std,agent2_se,agent2_count
0.0,0.10096187829971313,0.032856438694622604,0.0005195059103834848,4000,0.20424356079101563,0.05065263721239467,0.000800888515426846,4000
0.1,0.10142431640625,0.033033526469153654,0.0005223059139499273,4000,0.20496221923828126,0.051622873190535525,0.0008162292932206782,4000
0.3,0.16118646240234374,0.048645848783779325,0.0007691584043443725,4000,0.19524032592773438,0.05042619141876986,0.0007973080930547519,4000
0.5,0.18386767578125,0.04859729698233133,0.0007683907329589729,4000,0.18823751068115235,0.05047913361798594,0.0007981451827240579,4000
0.7,0.192400146484375,0.04819010116977724,0.0007619524018522033,4000,0.1641903839111328,0.050864331246418946,0.0008042356919997754,4000
0.9,0.20167257690429688,0.04804440440113609,0.00075964873366904,4000,0.09959048652648926,0.0327994978345207,0.0005186055963342297,4000
1.0,0.2014176025390625,0.0478433327301851,0.0007564695114033349,4000,0.09928145599365235,0.03267707527553362,0.0005166699257173023,4000
