bid_combo,display_label,mean,std,se,count
0.5/0.5,Equal Split 0.5,0.03346358971240616,0.04347475065376787,0.009721249776667839,20
0.3/0.7,Dominant 0.7,0.018526003863339927,0.03825645453307484,0.008554403291408533,20
0.9/0.1,Dominant 0.9,0.00409548845763337,0.04531144385234428,0.010131946861250674,20
